ts_event,ts_recv,r_type,publisher,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,symbol,order_id,bid_px_00,bid_sz_00,bid_ct_00,ask_px_00,ask_sz_00,ask_ct_00,bid_px_01,bid_sz_01,bid_ct_01,ask_px_01,ask_sz_01,ask_ct_01,bid_px_02,bid_sz_02,bid_ct_02,ask_px_02,ask_sz_02,ask_ct_02,bid_px_03,bid_sz_03,bid_ct_03,ask_px_03,ask_sz_03,ask_ct_03,bid_px_04,bid_sz_04,bid_ct_04,ask_px_04,ask_sz_04,ask_ct_04,bid_px_05,bid_sz_05,bid_ct_05,ask_px_05,ask_sz_05,ask_ct_05,bid_px_06,bid_sz_06,bid_ct_06,ask_px_06,ask_sz_06,ask_ct_06,bid_px_07,bid_sz_07,bid_ct_07,ask_px_07,ask_sz_07,ask_ct_07,bid_px_08,bid_sz_08,bid_ct_08,ask_px_08,ask_sz_08,ask_ct_08,bid_px_09,bid_sz_09,bid_ct_09,ask_px_09,ask_sz_09,ask_ct_09
2025-07-17T11:00:08.255147130Z,2025-07-17T11:00:08.255312226Z,160,2,1108,C,A,0,17.36,100,130,165096,10676314,ARL,12983429,9.84,100,1,18.92,100,1,9.79,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-17T11:00:08.255155317Z,2025-07-17T11:00:08.255320414Z,160,2,1108,A,A,0,18.84,100,130,165097,10676315,ARL,12985401,9.84,100,1,18.84,100,1,9.79,100,1,18.92,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-17T11:00:08.255862656Z,2025-07-17T11:00:08.256027692Z,160,2,1108,C,A,0,18.92,100,130,165036,10676320,ARL,12985397,9.84,100,1,18.84,100,1,9.79,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-17T11:00:08.255871843Z,2025-07-17T11:00:08.256037075Z,160,2,1108,A,A,0,20.62,100,130,165232,10676321,ARL,12985405,9.84,100,1,18.84,100,1,9.79,100,1,20.62,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-17T11:00:08.256168895Z,2025-07-17T11:00:08.256333906Z,160,2,1108,C,A,0,18.84,100,130,165011,10676324,ARL,12985401,9.84,100,1,20.62,100,1,9.79,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-17T11:00:08.256175346Z,2025-07-17T11:00:08.256340615Z,160,2,1108,A,A,0,20.53,100,130,165269,10676325,ARL,12985413,9.84,100,1,20.53,100,1,9.79,100,1,20.62,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-17T11:00:08.256885010Z,2025-07-17T11:00:08.257050282Z,160,2,1108,C,A,0,20.62,100,130,165272,10676333,ARL,12985405,9.84,100,1,20.53,100,1,9.79,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-17T11:00:08.256892686Z,2025-07-17T11:00:08.257058070Z,160,2,1108,A,A,0,21.47,100,130,165384,10676334,ARL,12985417,9.84,100,1,20.53,100,1,9.79,100,1,21.47,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-17T11:00:08.257069458Z,2025-07-17T11:00:08.257234812Z,160,2,1108,C,A,0,20.53,100,130,165354,10676335,ARL,12985413,9.84,100,1,21.47,100,1,9.79,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-17T11:00:08.257076085Z,2025-07-17T11:00:08.257241334Z,160,2,1108,A,A,0,21.47,100,130,165249,10676336,ARL,12985421,9.84,100,1,21.47,200,2,9.79,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-17T11:01:05.260421351Z,2025-07-17T11:01:05.260586668Z,160,2,1108,C,A,0,21.47,100,130,165317,10824633,ARL,12985417,9.84,100,1,21.47,100,1,9.79,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-17T11:01:05.260445703Z,2025-07-17T11:01:05.260611137Z,160,2,1108,A,A,0,17.44,100,130,165434,10824634,ARL,13174157,9.84,100,1,17.44,100,1,9.79,100,1,21.47,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-17T11:01:05.260693130Z,2025-07-17T11:01:05.260858436Z,160,2,1108,C,A,0,21.47,100,130,165306,10824635,ARL,12985421,9.84,100,1,17.44,100,1,9.79,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-17T11:01:05.260709480Z,2025-07-17T11:01:05.260874630Z,160,2,1108,A,A,0,17.36,100,130,165150,10824636,ARL,13174161,9.84,100,1,17.36,100,1,9.79,100,1,17.44,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-17T11:56:26.691461161Z,2025-07-17T11:56:26.691626843Z,160,2,1108,C,B,0,9.79,100,130,165682,14213017,ARL,12852457,9.84,100,1,17.36,100,1,,,,17.44,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-17T11:56:26.691465204Z,2025-07-17T11:56:26.691630539Z,160,2,1108,C,A,0,17.44,100,130,165335,14213018,ARL,13174157,9.84,100,1,17.36,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
